Course_1,Course_2,Description_1,Description_2,Similarity
CLAS 142,ENGL 160,"The bond between fathers and sons is prominent in cinematic sagas, fromStarWarstoTheLion King. But is it only a modern concern? What can Greek literature teach us about this relationship in today’s societies? This course explores the literary representations of ancient heroic families and traces their portrayals through the works of Homer, Aeschylus, Sophocles, Euripides, and Aristophanes. We will discuss the context and aims of Greek epic, tragedies and comedies, and investigate the representation of familial legacy, examining how sons can shape their own identity and emerge from their parents’ shadows, both then and now.","You will work in several genres and forms, among them: traditional and experimental poetry, prose fiction, and creative nonfiction. In your writing you will explore the relationship between the self, the imagination, the word, and the world. In this practitioner’s guide to the creative writing process, we will examine writings from past and current authors, and your writings will be critiqued in a workshop setting and revised throughout the term.Sophomore Priority",0.74239063
ARTH 298,FREN 254,An intensive study of the nature of art history as an intellectual discipline and of the approaches scholars have taken to various art historical problems. Attention as well to principles of current art historical research and writing. Recommended for juniors who have declared art history as a major or a minor.,"Home of some of the finest and best known museums in the world, Paris has long been recognized as a center for artistic activity. Students will have the opportunity to study art from various periods on site, including Impressionism, Expressionism, and Surrealism. In-class lectures and discussions will be complemented by guided visits to the unparalleled collections of the Louvre, the Musée d’Orsay, the Centre Pompidou, local art galleries, and other appropriate destinations. Special attention will be paid to the program theme.Requires participation in OCS Program: French and Francophone Studies in Paris",0.5814422
FREN 359,FREN 259,"Through literature, cultural texts, and experiential learning in the city, this course will explore the development of both the “Frenchness” and the hybridity that constitute contemporary Paris. Immigrant cultures, notably North African, will also be highlighted. Plays, music, and visits to cultural sites will complement the readings.Requires participation in OCS Program: French and Francophone Studies in Paris","Through literature, cultural texts, and experiential learning in the city, this course will explore the development of both the “Frenchness” and the hybridity that constitute contemporary Paris. Immigrant cultures, notably North African, will also be highlighted. Plays, music, and visits to cultural sites will complement the readings.Requires participation in OCS Program: French and Francophone Studies in Paris",0.99235666
MATH 331,MATH 342,"Further topics in analysis such as measure theory, Lebesgue integration or Banach and Hilbert spaces.","Introduction to algebraic structures, including groups, rings, and fields. Homomorphisms and quotient structures, polynomials, unique factorization. Other topics may include applications such as Burnside’s counting theorem, symmetry groups, polynomial equations, or geometric constructions.",0.81506634
ENGL 109,ARBC 371,"This course is designed to demystify the practice of academic writing and to introduce students to the skills they’ll need to write effectively in a variety of academic disciplines and contexts. Students will learn how to respond to other authors’ claims, frame clear arguments of their own, structure essays to develop a clear logical flow, integrate outside sources into their writing, and improve their writing through revision. All sections will include a variety of readings, multiple writing assignments, and substantial feedback from the course instructor.","It is difficult to overstate Arab scientists’ contribution to science. A translation movement from Greek, Persian and Sanskrit into Arabic initiated in the eighth century, led to centuries of innovative scientific investigation, during which Arab scientists reshaped science in a variety of disciplines: from mathematics to astronomy, physics, optics and medicine. Many of their works entered Latin and the European curriculum during the Renaissance. In this reading course we will explore some of the achievements and thought processes in premodern Arabic scientific literature by reading selections from several seminal works. We will examine these in the cultural contexts in which they emerged and to which they contributed, and reflect on modern Western perceptions of this intellectual project. Readings and class discussions will be in both Arabic and English.",0.70697886
FREN 259,SPAN 220,"Through literature, cultural texts, and experiential learning in the city, this course will explore the development of both the “Frenchness” and the hybridity that constitute contemporary Paris. Immigrant cultures, notably North African, will also be highlighted. Plays, music, and visits to cultural sites will complement the readings.Requires participation in OCS Program: French and Francophone Studies in Paris","This course focuses on contemporary short stories and short novels. We will read some of the most relevant living authors from Latin America including Carlos Gamerro, Pilar Quintana, Kike Ferrari, Yeniter Poleo, Antonio José Ponte, among others. This will expose students to the most pressing issues in today’s Latin America, ranging from gender, violence, racism, and immigration. We will interview at least one of the authors read during the term and discuss the social implications of their literature in today’s world.In Trans",0.7458958
STAT 120,BIOL 352,"Introduction to statistics and data analysis. Practical aspects of statistics will be emphasized, including extensive use of programming in the statistical software R, interpretation and communication of results. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, the normal distribution, randomization approach to inference, sampling distributions, estimation, and hypothesis testing. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 240/Statistics 250 Probability/Statistical Inference sequence.Not open to students who have already received credit for Psychology 200/201, Sociology/Anthropology 239 or Statistics 250","An investigation of the properties of populations and communities. Topics include population growth and regulation, life tables, interspecific and intraspecific competition, predation, parasitism, mutualism, the nature of communities, and biogeography. Expected preparation: previous experience with calculus is necessary, but no specific course is required. Statistics 120 or equivalent exposure to statistical analysis is recommended.Requires concurrent registration in BIOL 353.Recommended course: Statistics 120 or equivalent exposure to statistical analysis",0.8199722
MUSC 299,PSYC 217,"A public music recital of a minimum of thirty minutes of solo performance (some chamber music may be included). Students enrolling in 299 do so in lieu of registering for applied lessons; 299 includes nine one-hour lessons. Normally 299 would be taken in the junior or senior year, and is repeatable one time. Fees and financial aid for 299 are the same as for two-credit applied lessons.Students must have completedtwo termsof juried MUSC lessons, completed therecital formand received permission of the MUSC department. Music lesson fee information can be found on theMusic Department website.","The course provides instruction and experience in methods of behavioral neuroscience, the study of the inter-relation of the brain (and hormonal systems) and behavior. The focus of this laboratory will be on standard methods of inducing behavioral changes via neural and hormonal manipulations in mammals. Psychology 217 does NOT require concurrent registration in Psychology 216. A grade of C- or better must be earned in both Psychology 216 and 217 to satisfy the LS requirement. Expected preparation: Psychology 110 or instructor permission.",0.66614133
RELG 344,SOAN 228,"The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of “official” religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.","This course focuses on special topics in the public sociology of religion. We will look at the intersection of race, religion, and politics in the U.S.; the intersection of science and religion in Indigenous-led environmental movements; and varieties of public religion around the world—including Islamic feminism and democracy in Egypt and Indonesia, Coptic Christianity and the Muslim Brotherhood, orthodox Jewish movements in Israel, American evangelicals in the U.S., and Black church mobilization in the U.S. civil rights movement. As we do so, we will examine core theoretical perspectives and empirical developments in the contemporary sociology of religion.The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",0.83039445
THEA 190,EDUC 385,"Each term students may participate in one Players production, a hands-on, faculty-supervised process of conceptualization, construction, rehearsal, and performance. Credit is awarded for a predetermined minimum of time on the production, to be arranged with faculty. Productions explore our theatre heritage from Greek drama to new works. Students may participate through audition or through volunteering for production work.Course will meet weeks 2 through 6, the drop add period will be the end of week 2. Open only to students in THEA 190 cohort",This course permits licensure candidates to become more familiar with their student teaching sites through frequent observation and interaction. The course provides an opportunity to work directly in schools and community organizations related to schools and to reflect on that experience in a classroom setting. Recommended Preparation:Acceptance into Teacher Licensure Program and registration for fall student teaching.Open only to students accepted into Teacher Licensure Program. Extra Time required,0.7955707
SPAN 263,POSC 242,"This course proposes a genealogical study of the concept of Human Rights. The course will begin with the debates in sixteenth century Spain about the theological, political and juridical rights of “Indians.” The course will cover four centuries and the following topics will be discussed: the debates about poverty in sixteenth century Spain; the birth of the concept of tolerance in the eighteenth century; the creation of the modern political constitution in the United States, France and Spain; the debates about women’s rights, abortion and euthanasia, etc.","This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.",0.7688581
PSYC 256,BIOL 241,"The social psychological analysis of human social behavior, interpersonal processes, and group influences. Concurrent registration in PSYC 257 is optional, but strongly encouraged. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.Concurrent registration in Psychology 257 is optional, but strongly recommended.",Requires concurrent registration in Biology 240,0.84465015
DANC 107,DANC 200,"A beginning course in ballet technique, including basic positions, beginning patterns and exercises. Students develop an awareness of the many ways their body can move, an appreciation of dance as an artistic expression and a recognition of the dancer as an athlete.",A continuation of Level I with more emphasis on the development of technique and expressive qualities.,0.7506089
SPAN 103,FREN 103,"This course continues the study of complex sentence patterns and reviews basic patterns in greater depth, partly through the discussion of authentic short stories. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish.","This course continues the study of complex sentence structures and reviews basic patterns in greater depth, partly through the discussion of authentic short stories and cultural topics. Throughout the course, students practice all four skills (reading, writing, listening, and speaking). Taught five days a week in French.",0.95112824
AMST 321,FREN 359,"Before Chicago as we know it today existed, many Indigenous nations had long standing relationships with this place. They knew it as Zhegagoynak, Gaa-zhigaagwanzhikaag, Zhigaagong, Šikaakonki, Shekâkôheki, Sekakoh, and Guušge honak, among others. This course emerges from four years of community-engaged curriculum development and examines Chicago histories through five themes: Chicago's lands and environment, Chicago as a Native place, Chicago as a place of convergence, activism and resistance in Chicago, and community-driven education movements in Chicago. Drawing from History, American Studies, Education, and Indigenous Studies, students will also examine how research and curricula can center Indigenous perspectives and sources.","Through literature, cultural texts, and experiential learning in the city, this course will explore the development of both the “Frenchness” and the hybridity that constitute contemporary Paris. Immigrant cultures, notably North African, will also be highlighted. Plays, music, and visits to cultural sites will complement the readings.Requires participation in OCS Program: French and Francophone Studies in Paris",0.66597414
ARTS 139,THEA 185,"In this course students explore photography as a means of understanding and interacting with both the world and the inner self. We will emphasize a balance of technical skills, exploration of personal vision, and development of critical thinking and vocabulary relating to photography. Beginning students will learn how to use analogue and digital cameras, to use basic studio lighting equipment, and to print their own photographic work. Additionally, students will learn to develop a portfolio as an ongoing process that requires informed and critical decision making to assemble a body of work. Collectively we will critique, analyze, give feedback on work, and discuss readings that are pertinent to the production of images in contemporary times.Sophomore Priority; Two seats held for Art and Art History majors until the day after junior priority registration.","This course seeks to provide a practical understanding of the human voice, its anatomy, functioning and the underlying support mechanisms of body and breath. Using techniques rooted in the work of Berry, Linklater and Rodenburg, the course will explore the development of physical balance and ease and the awareness of the connection between thinking and breathing that will lead to the effortless, powerful and healthy use of the voice in public presentations and in dramatic performance.",0.7578794
DANC 107,ARTS 262,"A beginning course in ballet technique, including basic positions, beginning patterns and exercises. Students develop an awareness of the many ways their body can move, an appreciation of dance as an artistic expression and a recognition of the dancer as an athlete.","This course provides an introduction to the medium of watercolor painting and gouache (opaque water-based paint) on paper surfaces. Students will develop an understanding of basic color interactions and a wide spectrum of paint application strategies from meticulous refined brushwork to fluid, expressive markmaking.Two seats held for Art and Art History majors until the day after junior priority registration.",0.85566103
CAMS 186,CS 201,"In this course we survey four or more Hollywood film genres, including but not limited to the Western, musical, horror film, comedy, and science-fiction film. What criteria are used to place a film in a particular genre? What role do audiences and studios play in the creation and definition of film genres? Where do genres come from? How do genres change over time? What roles do genres play in the viewing experience? What are hybrid genres and subgenres? What can genres teach us about society? Assignments aim to develop skills in critical analysis, research and writing.Sophomore Priority Extra Time for Evening screenings","Think back to your favorite assignment from Introduction to Computer Science. Did you ever get the feeling that “there has to be a better/smarter way to do this problem”? The Data Structures course is all about how to store information intelligently and access it efficiently. How can Google take your query, compare it to billions of web pages, and return the answer in less than one second? How can one store information so as to balance the competing needs for fast data retrieval and fast data modification? To help us answer questions like these, we will analyze and implement stacks, queues, trees, linked lists, graphs, and hash tables. Students who have received credit for a course for which Computer Science 201 is a prerequisite are not eligible to enroll in Computer Science 201.",0.7589458
FREN 208,FREN 103,"This course seeks to deepen students’ knowledge of contemporary French culture through a pluridisciplinary approach, using multimedia (books, newspaper and magazine articles, videos, etc.) to generate discussion. It will also promote the practice of both oral and written French through exercises, debates, and oral presentations.Requires participation in OCS Program: French and Francophone Studies in Paris","This course continues the study of complex sentence structures and reviews basic patterns in greater depth, partly through the discussion of authentic short stories and cultural topics. Throughout the course, students practice all four skills (reading, writing, listening, and speaking). Taught five days a week in French.",0.74870956
SOAN 313,HIST 265,"The core of anthropological thought has been organized around the assumption that the production of complex cultural systems is reserved to the domain of the human experience. While scholars have contested this assumption for years, there is an emerging body of scholarship that proposes expanding our understandings of culture, and the ability to produce meaning in the world, to include non-human beings (e.g. plants, wildlife, micro-organisms, mountains). This course explores ethnographic works in this field and contextualizes insights within contemporary conversations pertaining to our relationship with nature, public health, and social justice movements that emerge within decolonized frameworks.The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.","Central Asia–the region encompassing the post-Soviet states of Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, and Uzbekistan, and the Xinjiang region of the People’s Republic of China–is often considered one of the most exotic in the world, but it has experienced all the excesses of the modern age. After a basic introduction to the long-term history of the steppe, this course will concentrate on exploring the history of the region since its conquest by the Russian and Chinese empires. We will discuss the interaction of external and local forces as we explore transformations in the realms of politics, society, culture, and religion.Participation in 2025 Spring Russophone Studies in Central Asia",0.68248934
BIOL 126,ARTS 122,"Emphasizes the role of energy flow (acquiring, storing, and using energy) in biological systems. Under this theme, we cover subjects from the molecular to the population levels of organization, including structure/function of proteins and enzymes, transport of molecules within biological systems, and links between organismal physiology and ecosystem function. The active learning format of this course allows time in class to apply new concepts with faculty present. Students enter Carleton from a wide variety of academic experiences and our introductory courses are designed to provide a level playing field for students regardless of previous science background.Sophomore Priority; Two seats held for Juniors and Seniors until the first day of sophomore registration.","The ability to build structures that reflect or alter the environment is a basic defining characteristic of our species. In this class we explore creative construction in three dimensions using a variety of media, including plaster, wood, and steel. Using both natural and architectural objects for inspiration, we will examine and manipulate form, space, and expressive content to develop a deeper understanding of this core trait and reawaken our experience of the spaces we inhabit.Sophomore Priority; Three seats held for Art and Art History majors until the first day of sophomore registration.Extra Time Required for field trip",0.80794406
ENGL 395.00,HIST 116,"Written in 1816 when she was only eighteen years old, Mary Shelley’s brilliant and controversialFrankensteinhas not only lived on but has sparked two centuries’ worth of adaptations, interpretations, and creative re-imaginings, including recent fiction by Saadawi, McGill, and Tsai, an essay on transgender rage by Stryker, episodes ofBlack Mirror, and the novel and filmPoor Things.  We’ll study how several such radical revisions of the novel explore and extend its prescient themes of gender, sexuality, monstrosity, race, the ethics of science, women’s rights, and social justice.","Many Americans grow up with a fictionalized view of Indigenous people (sometimes also called Native Americans/American Indians, Alaska Natives, and Native Hawaiians within the U.S. context). Understanding Indigenous peoples’ histories, presents, and possible futures requires moving beyond these stereotypes and listening to Indigenous perspectives. In this class, we will begin to learn about Indigenous peoples across Turtle Island and the Pacific through tribal histories, legislation, Supreme Court cases, and personal narratives. The course will focus on the period from 1887 to 2018 with major themes including (among others) agency, resistance, resilience, settler colonialism, discrimination, and structural racism.",0.6963939
CS 251,CS 111,"What makes a programming language like “Python” or like “Java”? This course will look past superficial properties (like indentation) and into the soul of programming languages. We will explore a variety of topics in programming language construction and design: syntax and semantics, mechanisms for parameter passing, typing, scoping, and control structures. Students will expand their programming experience to include other programming paradigms, including functional languages like Scheme and ML.","This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.",0.7319304
POSC 232.01,PSYC 200,"Simulations, games and role-play exercises are commonly used as experiential learning tools to help students understand complex problems. They can also be used in a research context to explore processes that are difficult to observe in the field or that involve strategic, adversarial and interactive social choices among multiple actors (such as red team exercises). In this lab we will explore the use of simulation as a tool for social inquiry and policy making and use participant observation approaches to gather data from a large simulation exercise.","The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored.",0.73502034
PHYS 234,PSYC 200,"The development of techniques to study complex physical systems from a probabilistic and numerical standpoint, focused on cellular automata models. Subject material is applicable to all the sciences and mathematics. Some topics considered are random walks, percolation clusters, avalanches, traffic flow, the spread of forest fires and diseases, and a brief introduction to Bayesian statistics. No computer programming skills are assumed.","The course considers the role of measurement and data analysis focused on behavioral sciences. Various forms of measurement and standards for the evaluation of measures are explored. Students learn how to summarize, organize, and evaluate data using a variety of techniques that are applicable to research in psychology and other disciplines. Among the analyses discussed and applied are tests of means, various forms of analysis of variance, correlation and regression, planned and post-hoc comparisons, as well as various non-parametric tests. Research design is also explored.",0.864278
HIST 287,SOAN 110,"This course examines the growth of modern science since the Renaissance with an emphasis on the Scientific Revolution, the development of scientific methodology, and the emergence of new scientific disciplines. How might a history of science focused on scientific networks operating within society, rather than on individual scientists, change our understanding of “genius,” “progress,” and “scientific impartiality?” We will consider a range of scientific developments, treating science both as a body of knowledge and as a set of practices, and will gauge the extent to which our knowledge of the natural world is tied to who, when, and where such knowledge has been produced and circulated.","Anthropology is the study of all human beings in all their diversity, an exploration of what it means to be human throughout the globe. This course helps us to see ourselves, and others, from a new perspective. By examining specific analytic concepts—such as culture—and research methods—such as participant observation—we learn how anthropologists seek to understand, document, and explain the stunning variety of human cultures and ways of organizing society. This course encourages you to consider how looking behind cultural assumptions helps anthropologists solve real world dilemmas.Sophomore Priority.",0.62910867
POSC 232.02,CGSC 330,"This political science lab will train students interested in conducting social science research in Spanish on Latin America or Spain. All reading and audio visual materials used in this course will be in Spanish. Students will exercise and receive further training in their ability to read both qualitative and quantitative scholarship, access official and scholarly databases, read and discuss primary materials such as presidential speeches and interviews with political leaders, as well as journalistic sources. All discussion and instruction will be conducted in Spanish.","This seminar will consider recent work in philosophy, cognitive science and linguistics critical of views of human cognition as “disembodied” and Cartesian. Philosophical sources of the early critiques of symbolic AI and “cartesianism” will be considered (Merleau-Ponty, Dewey), as will the enactive (Cuffari, Di Paolo, and De Jaegher) and ecological (Chemero, Cowley, Steffensen) critiques of language, and current work on embodied cognition by Eleanor Rosch, Hubert Dreyfus, John Haugeland, Andy Clark and Evan Thompson. The seminar will include materials relevant to students in philosophy, linguistics, psychology and cognitive science.",0.7724219
PHYS 352,MATH 111,"The course introduces techniques for applying electromagnetic theory to charge and current distributions beyond what is covered in prior Electricity and Magnetism courses. Additional topics include applications to Maxwell's equations, radiation, and relativity. Recommended preparation: MATH 341.MATH 341 is strongly recommended","An introduction to the differential and integral calculus. Derivatives, antiderivatives, the definite integral, applications, and the fundamental theorem of calculus.Not open to students who have received credit for MATH 101",0.71746063
POSC 120,EDUC 338,"An introduction to the array of different democratic and authoritarian political institutions in both developing and developed countries. We will also explore key issues in contemporary politics in countries around the world, such as nationalism and independence movements, revolution, regime change, state-making, and social movements.","This course focuses on the respect for human diversity, especially as these relate to various racial, cultural and economic groups, and to women. It includes lectures and discussions intended to aid students in relating to a wide variety of persons, cultures, and life styles.Extra time",0.7602777
ECON 111,PHYS 233,"This course gives the students a foundation in the general principles of economics as a basis for effective citizenship and, when combined with 110, as a preparation for all advanced study in economics. Topics include consumer choice theory; the formation of prices under competition, monopoly, and other market structures; the determination of wages, profits, and income from capital; the distribution of income; and an analysis of policy directed towards problems of public finance, pollution, natural resources, and public goods.","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.7995346
CS 347,IDSC 202,"This course helps students to strengthen their ability to design modular, extensible and maintainable software. The focus of the course is on the design of modern cloud applications. Students will learn how to decompose complex applications into a set of back-end services, develop and debug these services, and deploy them in the cloud. This class is structured around a large project that will be extended over the course of the term.","This seminar develops the skills needed to engage in and communicate advanced research. Each participant will work and present regularly on their ongoing research projects, and participate actively in an ongoing series of workshops and conferences. The seminar will also discuss in depth the nature of academia as institution and culture, and the role of diversity in the production of knowledge and teaching in American higher education. Open only to students with MMUF fellow status.Must be MMUF Fellow",0.69687164
RUSS 209,ECON 331,This course is taken in combination with Russian 207. Emphasis will be placed on socially relevant topics. This course is conducted by members of Kazakh National University's Philological Faculty and supervised by the program director.Open only to participants in Carleton OCS Program: Russophone Studies in Central Asia,"Analysis of the forces determining the general level of output, employment, and prices with special emphasis on the role of money and on interest rate determination. This class is normally taken by juniors. Sophomores considering enrolling should speak to the instructor.",0.75812477
POSC 242,ARCN 112,"This course introduces the politics and political structures of states in the Middle East. We explore the political origins of Middle Eastern states, and investigate how regional politics are shaped by colonialism, religion, tribes, the family, and more. We examine the persistence of authoritarianism and its links to other issues like nationalism and militarism. The course covers how recent and current events like the revolutionary movements of the ‘Arab Spring’ civil society affect the states and their societies. We conclude with a consideration of the future of Middle Eastern politics, evaluating lingering concerns and emerging prospects for liberalization and reform.","When did humans first migrate to North America? How long have people lived in Minnesota? This course will examine the material culture of Indigenous peoples throughout the North American continent above Mexico, from c. 20,000 years ago to present. Cultural groups include the Inuit, Iroquois, ancient Puebloans, Cahokia, Great Plains villages, and Pacific Northwest (Kumash) peoples. We will study Indigenous oral histories, genetic data, linguistics, material remains, and ethnohistorical accounts to examine migration, trade, and contact, with an emphasis on decolonization and Indigenous archaeologies.",0.73595196
