Course_1,Course_2,Description_1,Description_2,Similarity
AFST 300,FREN 245,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","Reading and discussion of literary works, with analysis of social, historical and political issues, with an emphasis on cultural and literary movements such as Négritude (El Negrismo, in Cuba) and their role in shaping ideas of self-determination, Nationalism and Independence in the French colonies of the Caribbean and Black Africa. We will read works by Aimé Césaire (Martinique), Léopold Sédar Senghor (Senegal), Léon Gontran Damas (French Guiana), Jacques Roumain (Haîti), Laye Camara (Guinea), Mongo Béti (Cameroun), Simone Schwartz-Bart (Guadeloupe) and Alain Mabanckou (Congo). Conducted in French.",0.3646415
AFST 300,HIST 270,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","At the stroke of midnight on August 15, 1947 India and Pakistan, two new nation states emerged from the shadow of British colonialism. This course focuses on the political trajectories of these two rival siblings and looks at the ways in which both states use the other to forge antagonistic and belligerent nations. While this is a survey course it is not a comprehensive overview of the history of the two countries. Instead it covers some of the more significant moments of rupture and violence in the political history of the two states. The first two-thirds of the course offers a top-down, macro overview of these events and processes whereas the last third examines the ways in which people experienced these developments. We use the lens of gender to see how the physical body, especially the body of the woman, is central to the process of nation building. We will consider how women’s bodies become sites of contestation and how they are disciplined and policed by the postcolonial state(s).",0.3630908
AFST 300,SPAN 369,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","Carnivals are frequently associated with colourful crowds, merrymaking and excess. But what role do carnivals play in the construction of national and collective identities? We will try to answer this and other questions focusing on films, paintings, and literary texts from the twentieth and twenty-first centuries that represent some of the most popular carnivals in Latin America: Candombe (Uruguay), Yawar Fiesta (Peru), Blacks and Whites (Colombia), Oruro (Bolivia), and Rio (Brazil). We will analyze them from an interdisciplinary perspective that includes literary criticism, anthropology, and history. Students will engage with debates about nation, popular culture, modernity/modernization, and intangible cultural heritage.",0.3499512
AFST 300,HIST 347,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","In the aftermath of the Second World War and through the 1980s, the United States and the Soviet Union competed for world dominance. This Cold War spawned hot wars, as well as a cultural and economic struggle for influence all over the globe. This course will look at the experience of the Cold War from the perspective of its two main adversaries, the U.S. and USSR, but will also devote considerable attention to South America, Asia, Africa, and the Middle East. Students will write a 20 page paper based on original research.",0.3494802
AMST 115,BIOL 353,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority",Requires concurrent registration in BIOL 352.,0.4974893
AMST 115,ENGL 255,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","Scholar Michael Davidson has suggested that “perhaps the closest link between poetry and disability lies in a conundrum within the genre itself: poetry makes language visible by making language strange.” In this class we will read a wide range of poets who tackle ideas of normalcy and “ability” by centering disability consciousness and culture. We will engage with poetry’s capacity as a genre to destabilize our assumptions and generate new imaginaries. Alongside contemporary U.S. poetry, we will study contemporary theory in the field of disability studies in order to better understand the critical conversations around the meaning, nature, and consequences of disability.",0.47636363
AMST 115,BIOL 241,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority",Requires concurrent registration in Biology 240,0.47499493
AMST 115,ASTR 233,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.45158166
AMST 115,PSYC 257,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority",Students will participate in the planning and replication of empirical studies of the social psychology of social behavior. Requires concurrent registration in Psychology 256. A grade of C- or better must be earned in both Psychology 256 and 257 to satisfy the LS requirement.PSYC 256 required.,0.44753596
AMST 115,PHYS 233,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.44404334
AMST 115,MATH 236,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","Basic concepts and techniques used throughout mathematics. Topics include logic, mathematical induction and other methods of proof, problem solving, sets, cardinality, equivalence relations, functions and relations, and the axiom of choice. Other topics may include: algebraic structures, graph theory, and basic combinatorics.",0.4303847
AMST 115,EDUC 110,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","This course will focus on education as a multidisciplinary field of study. We will explore the meanings of education within individual lives and institutional contexts, learn to critically examine the assumptions that writers, psychologists, sociologists and philosophers bring to the study of education, and read texts from a variety of disciplines. What has “education” meant in the past? What does “education” mean in contemporary American society? What might “education” mean to people with differing circumstances and perspectives? And what should “education” mean in the future? Open only to first-and second-year students.",0.4220901
AMST 115,AMST 269,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time",0.4176769
AMST 115,POSC 302,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","How do social and political groups interact? How do we understand these interactions in relation to power? This course will introduce the basic approaches and debates in the study of prejudice, racial attitudes, and intergroup relations. We will focus on three main questions. First, how do we understand and study prejudice and racism as they relate to U.S. politics? Second, how do group identities, stereotyping, and other factors help us understand the legitimation of discrimination, group hierarchy, and social domination? Third, what are the political and social challenges associated with reducing prejudice?",0.40907308
AMST 269,SOAN 228,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This course focuses on special topics in the public sociology of religion. We will look at the intersection of race, religion, and politics in the U.S.; the intersection of science and religion in Indigenous-led environmental movements; and varieties of public religion around the world—including Islamic feminism and democracy in Egypt and Indonesia, Coptic Christianity and the Muslim Brotherhood, orthodox Jewish movements in Israel, American evangelicals in the U.S., and Black church mobilization in the U.S. civil rights movement. As we do so, we will examine core theoretical perspectives and empirical developments in the contemporary sociology of religion.The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above.",0.47937372
AMST 269,BIOL 353,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time",Requires concurrent registration in BIOL 352.,0.4779462
AMST 269,MUSC 127,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This course examines the causes, methods and logic behind attempts to censor music by governments, commercial corporations and religious authorities through guided listening, reading, and writing assignments. Lectures focus first on the “entartete musik” of Nazi Germany. Contemporary cases of music censorship are then selected from a wide range of countries, including the United States, South Africa, and Russia. The music studied includes that by Pussy Riot, Paul Simon, Pete Seeger, and Richard Wagner.",0.45892227
AMST 269,BIOL 241,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time",Requires concurrent registration in Biology 240,0.42923388
AMST 269,AMST 115,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority",0.4176769
AMST 269,ENGL 230,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","We will explore developments in African American literature since the 1950s with a focus on literary expression in the Civil Rights Era; on the Black Arts Movement; on the new wave of feminist/womanist writing; and on the experimental and futuristic fictions of the twenty-first century. Authors to be read include Ralph Ellison, James Baldwin, Lorraine Hansberry, Malcolm X, Audre Lorde, Amiri Baraka, Ishmael Reed, Alice Walker, August Wilson, Charles Johnson, Ntozake Shange, Gloria Naylor, Suzan-Lori Parks, Kevin Young, and Tracy Smith.",0.4175736
AMST 269,RELG 344,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of “official” religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.",0.39223424
AMST 269,PHIL 219,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","The class is a survey of this distinctly North American tradition, which understands knowing the world as inseparable from exercising one’s agency within it. We will especially focus on the tradition’s directedness towards various dimensions of social improvement and the notion that philosophy is a tool in the realization of an inclusive American democracy. We will start with the readings on how an indigenous philosophical perspective served as a crucial source of American pragmatism, we will then read works of African American Pragmatists as well as “classic” pragmatists and emerging theories such as Black Feminist Pragmatism.",0.38616896
AMST 269,MATH 341,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","An introduction to partial differential equations with emphasis on the heat equation, wave equation, and Laplace’s equation. Topics include the method of characteristics, separation of variables, Fourier series, Fourier transforms and existence/uniqueness of solutions.",0.38275573
AMST 269,JAPN 103,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time",Continuation of Japanese 102.,0.3725959
AMST 396.00,POSC 252,"As Arlene Dávila points out inLatinos Inc, Latinidad—the term that names a set of presumably common attributes that connects Latinxs in the U.S.—emerges in part from communities but, importantly, is developed heavily by the media, advertising, and other political and social institutions, including academia. In this course we consider how ideas and imaginings of who Latinxs are and what Latinidad is develop within political spaces (the electorate, the census), in local places, and through various media, including television, advertising, and music. We will consider how individual writers and artists contribute to the conversation. Throughout, we will engage with social and cultural theories about racial formation, gender, and sexuality.","In this course we will examine the theoretical foundations of the American regime as understood by the founders (including John Adams, Thomas Jefferson, James Madison, and Alexander Hamilton); by dissenters among their ranks (the Antifederalists); by earlier thinkers on whom the founders drew (Locke, Montesquieu, and Aristotle); and by later figures, including political actors (such as Abraham Lincoln and Frederick Douglass) and philosophically minded observers (such as Alexis de Tocqueville).",0.4121644
