Course_1,Course_2,Description_1,Description_2,Similarity
AFST 300,ARBC 371,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","It is difficult to overstate Arab scientists’ contribution to science. A translation movement from Greek, Persian and Sanskrit into Arabic initiated in the eighth century, led to centuries of innovative scientific investigation, during which Arab scientists reshaped science in a variety of disciplines: from mathematics to astronomy, physics, optics and medicine. Many of their works entered Latin and the European curriculum during the Renaissance. In this reading course we will explore some of the achievements and thought processes in premodern Arabic scientific literature by reading selections from several seminal works. We will examine these in the cultural contexts in which they emerged and to which they contributed, and reflect on modern Western perceptions of this intellectual project. Readings and class discussions will be in both Arabic and English.",0.9980414
AFST 300,ASST 110,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","This course will introduce students to basic spoken and written Hindi and Urdu, languages spoken widely across India and Pakistan. The course will teach speaking, listening, reading and writing skills as these are used in everyday social and cultural situations. While in elementary spoken form Hindi and Urdu are almost indistinguishable, they are written in two distinct scripts, both of which students will learn.Students who have studied Hindi language on the Off-Campus Program “India: Globalization and Local Responses” are not eligible to enroll in this course.",0.9979347
AFST 300,ARCN 222,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","This course offers an experiential approach to crafts, technologies, and other material practices in premodern societies. Through hands-on activities and collaborations with local craftspeople, farmers, and other experts, this course will examine and test a variety of hypotheses about how people in the past lived their lives. How did prehistoric people produce stone tools, pottery, and metal? How did ancient Greeks and Romans feed and clothe themselves? How did medieval Europeans build their homes and bury their dead? Students will answer these questions and more by actively participating in a range of experimental archaeology and experiential history projects. Lab required.",0.9979029
AFST 300,DANC 190,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","This introductory course in choreography explores games, structures, systems and sports as sources and locations of movement composition and performance. Readings, viewings and discussion of postmodernist structures and choreographers as well as attendance and analysis of dance performances and sports events will be jumping off point for creative process and will pave the way for small individual compositions and one larger project. In an atmosphere of play, spontaneity and research participants will discover new ways of defining dance, pushing limits and bending the rules. Guest choreographers and coaches will be invited as part of the class. Open to all movers. No previous experience necessary.",0.9978632
AFST 300,BIOL 125,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","Emphasizes the role of genetic information in biological systems. Under this theme, we cover subjects from the molecular to the population levels of organization, including genetics, structure/function of DNA, gene expression and regulation, the changing genetic makeup of species as they evolve, and the development of individual organisms from zygotes. The active learning format of this course allows time in class to apply new concepts with faculty present. Students enter Carleton from a wide variety of academic experiences and our introductory courses are designed to provide a level playing field for students regardless of previous science background.Sophomore Priority; Two seats held for Juniors and Seniors until the first day of sophomore registration.",0.99785054
AFST 300,RUSS 266,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","Fyodor Dostoevsky’s last novel,The Brothers Karamazov, is many things: a riveting murder mystery, a probing philosophical treatise, one of the best known novels in world literature, and a complex book worth reading and discussing with serious readers of diverse backgrounds. We will familiarize ourselves with the historical and philosophical context in which it was written, while grappling with the fundamental questions it raises: What does it mean to act morally? Why do humans so often act against their own best interest? How do we reconcile a world of chaos and suffering with the notion of a benevolent god? Conducted entirely in English.1st 5 weeks, in translation",0.997736
AFST 300,DANC 206,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.",Rehearsal and full concert performance of student dance works created during the year and completed in the spring term. Open to all levels.,0.9977265
AFST 300,SOAN 110,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","Anthropology is the study of all human beings in all their diversity, an exploration of what it means to be human throughout the globe. This course helps us to see ourselves, and others, from a new perspective. By examining specific analytic concepts—such as culture—and research methods—such as participant observation—we learn how anthropologists seek to understand, document, and explain the stunning variety of human cultures and ways of organizing society. This course encourages you to consider how looking behind cultural assumptions helps anthropologists solve real world dilemmas.Sophomore Priority.",0.99770343
AFST 300,EDUC 395,"Race and racism played a significant role in the construction of the United States of America. But so did the quest for a more perfect union and the beloved community. This course introduces students to the complexity of racial ideology and the ways it privileges one group of people while placing others at a disadvantage. We shall examine the experiences of all racialized groups (Blacks, Asians, American Indians, Latinos) and how they resisted the injustice against them. Most importantly, we shall analyze how their quest for liberation brought America closer to its foundational ideal that all humans are created equal and are endowed with unalienable rights.","This is a capstone seminar for educational studies minors. It focuses on a contemporary issue in American education with a different topic each year. Recent seminars have focused on the school to prison pipeline, youth activism, intellectual freedom in schools, and gender and sexuality in education. Senior seminars often incorporate off campus work with public school students and teachers.Extra Time required.",0.99767673
AMST 115,GWSS 398.00,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","This capstone seminar reads representations of racial, gender, and sexual minorities in popular culture through the lenses of feminist, critical race, queer, and trans theories. Kimberlé Crenshaw coined the term “intersectionality” in the late 1980s to describe an approach to oppression that considered how structures of power act multiply on individuals based upon their interlocking racial, class, gender, sexual, and other identities. This seminar takes up the charge of intersectional analysis—rejecting essentialist theories of difference while exploring pluralities—to interpret diversity (or lack thereof) in forms of art and entertainment, focusing on film, TV, and digital media.",0.99764687
AMST 115,HIST 209,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","This course explores the history of enslavement in the Atlantic World, including West Africa, South America, the Caribbean, North America, and Europe. The course examines the intersecting themes of power, labor, law, race, gender, sexuality, and resistance. It will consider how these themes each shaped the construction of different institutions of enslavement while simultaneously focusing on the experiences of the enslaved who lived and died within in these systems. Using a comparative methodology, we will ask canonical questions, such as what constitutes a slave society and which forms did resistance, rebellion, and revolution by enslaved people take.",0.9975828
AMST 115,LING 319,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans.",0.99734795
AMST 115,HIST 229,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","Historically work has been a central location for the constitution of gender identities for both men and women; at the same time, cultural notions of gender have shaped the labor market. We will investigate the roles of race, class, and ethnicity in shaping multiple sexual divisions of labor and the ways in which terms such as skill, bread-winning and work itself were gendered. Topics will include domestic labor, slavery, industrialization, labor market segmentation, protective legislation, and the labor movement.",0.997152
AMST 115,RELG 344,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","The practices of popular, or local, or lived religion in American culture often blur the distinction between the sacred and profane and elude religious studies frameworks based on the narrative, theological, or institutional foundations of “official” religion. This course explores American religion primarily through the lens of the practices of lived religion with respect to ritual, the body, the life cycle, the market, leisure, and popular culture. Consideration of a wide range of topics, including ritual healing, Christmas, cremation, and Elvis, will nourish an ongoing discussion about how to make sense of lived religion.",0.9970537
AMST 115,ASTR 233,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.9970047
AMST 115,ASST 285,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","From ancient to present times, Japan drew and redrew its borders, shape, and culture, imagining its place in this world and beyond, its cultural and racial identity. This course is a cartographic exploration of this complex and contested history. Cosmological mandalas, hell images, travel brochures, and military maps bring to light the imagined Japan—its religious vision, cartographic imagination, and political ambition—that dictated its geopolitical expansion abroad and the displacement of minority peoples “at home.” We will use a variety of textual and visual materials, including those in Carleton’s Rare Book and Map Collections.",0.9969558
AMST 115,AMST 269,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time",0.9968461
AMST 115,PSYC 354,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","This course provides an introduction to the field of counseling psychology, exploring its fundamental principles and practices. Students will gain a comprehensive understanding of various counseling theories and treatment modalities, including their historical development and practical application. Students will also explore research methodologies utilized in counseling psychology and critically analyze empirical studies to inform evidence-based practice. Additionally, the course addresses professional issues, ethical considerations, and multicultural factors that influence counseling psychology, fostering cultural competence and awareness of diverse populations.",0.9967701
AMST 115,PHYS 233,"This overview of the “interdisciplinary discipline” of American Studies will focus on the ways American Studies engages with and departs from other scholarly fields of inquiry. We will study the stories of those who have been marginalized in the social, political, cultural, and economic life of the United States due to their class, race, ethnicity, gender, sexual orientation, religion, citizenship, and level of ability. We will explore contemporary American Studies concerns like racial and class formation, the production of space and place, the consumption and circulation of culture, and transnational histories.Sophomore Priority","A study of galactic and extragalactic astronomy with an emphasis on the physical principles underlying the observed phenomena. Topics include the structure and dynamics of the Milky Way Galaxy and other galaxies, the interstellar medium, quasars and active galaxies, clusters and superclusters, and cosmology.",0.99673104
AMST 269,GWSS 398.00,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This capstone seminar reads representations of racial, gender, and sexual minorities in popular culture through the lenses of feminist, critical race, queer, and trans theories. Kimberlé Crenshaw coined the term “intersectionality” in the late 1980s to describe an approach to oppression that considered how structures of power act multiply on individuals based upon their interlocking racial, class, gender, sexual, and other identities. This seminar takes up the charge of intersectional analysis—rejecting essentialist theories of difference while exploring pluralities—to interpret diversity (or lack thereof) in forms of art and entertainment, focusing on film, TV, and digital media.",0.9979637
AMST 269,HIST 209,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This course explores the history of enslavement in the Atlantic World, including West Africa, South America, the Caribbean, North America, and Europe. The course examines the intersecting themes of power, labor, law, race, gender, sexuality, and resistance. It will consider how these themes each shaped the construction of different institutions of enslavement while simultaneously focusing on the experiences of the enslaved who lived and died within in these systems. Using a comparative methodology, we will ask canonical questions, such as what constitutes a slave society and which forms did resistance, rebellion, and revolution by enslaved people take.",0.9978657
AMST 269,ASST 285,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","From ancient to present times, Japan drew and redrew its borders, shape, and culture, imagining its place in this world and beyond, its cultural and racial identity. This course is a cartographic exploration of this complex and contested history. Cosmological mandalas, hell images, travel brochures, and military maps bring to light the imagined Japan—its religious vision, cartographic imagination, and political ambition—that dictated its geopolitical expansion abroad and the displacement of minority peoples “at home.” We will use a variety of textual and visual materials, including those in Carleton’s Rare Book and Map Collections.",0.99768615
AMST 269,ECON 277,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This course provides a historical perspective on financial crises and highlights their main empirical patterns. This course also introduces economic theories of financial crises, in which leverage, moral hazard, mistaken beliefs, and coordination problems play a central role. We will also discuss some policy instruments used to balance risk exposure, such as deposit insurance, collective action clauses, exchange controls, and foreign reserves.",0.9976587
AMST 269,LING 319,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","Participants in this course learn how to design and conduct sociolinguistic research, with a focus on the varieties of English spoken in Minnesota. After an introduction to the quantitative sociolinguistic methods used to obtain large data sets of naturalistic speech (publicly available data, online questionnaires, individual and group interviews, and ethnography), participants design studies investigating the status of a phonetic or phonological linguistic variable typically attributed to regional Englishes. The course culminates in a pilot study assessing the status of these variables in the speech of Minnesotans.",0.99746466
AMST 269,CS 111,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This course will introduce you to computer programming and the design of algorithms. By writing programs to solve problems in areas such as image processing, text processing, and simple games, you will learn about recursive and iterative algorithms, complexity analysis, graphics, data representation, software engineering, and object-oriented design. No previous programming experience is necessary.",0.99735403
AMST 269,POSC 232.02,"“If you remember the Sixties, you weren’t there.”  We will test the truth of that popular adage by exploring the American youth counterculture of the 1960s, particularly the turbulent period of the late sixties. Using examples from literature, music, and film, we will examine the hope and idealism, the violence, confusion, wacky creativity, and social mores of this seminal decade in American culture. Topics explored will include the Beat Generation, the Vietnam War, Civil Rights, LSD, and the rise of environmentalism, feminism, and Black Power.Extra time","This political science lab will train students interested in conducting social science research in Spanish on Latin America or Spain. All reading and audio visual materials used in this course will be in Spanish. Students will exercise and receive further training in their ability to read both qualitative and quantitative scholarship, access official and scholarly databases, read and discuss primary materials such as presidential speeches and interviews with political leaders, as well as journalistic sources. All discussion and instruction will be conducted in Spanish.",0.99721426
